"© Blast Motion. All rights reserved.","","","","","","","","","","","","","","","","","","",""
"NOTE:  Access to and use of this data is subject to the Blast Motion terms of use and end user license agreement, which can be found at https://blastmotion.com/terms-of-service/","","","","","","","","","","","","","","","","","","",""
"E-mail:","destefa1@canisius.edu","","","","","","","","","","","","","","","","","",""
"Academy:","Canisius Baseball","","","","","","","","","","","","","","","","","",""
"Report Date:","01/12/2020 06:55 PM","","","","","","","","","","","","","","","","","",""
"Date Range:","01/01/2019 - 01/12/2020","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Date","Equipment","Handedness","Swing Details","Plane Score","Connection Score","Rotation Score","Bat Speed (mph)","Rotational Acceleration (g)","On Plane Efficiency (%)","Attack Angle (deg)","Early Connection (deg)","Connection at Impact (deg)","Vertical Bat Angle (deg)","Power (kW)","Time to Contact (sec)","Peak Hand Speed (mph)","Exit Velocity (mph)","Launch Angle (deg)","Estimated Distance (feet)"
"January 06, 2020 / 3:13:41 PM","Rawlings - Quatro","Left","General Practice","44","40","33","62.7","5.8","60","0","110","96","-35","3.02","0.17","21.8","","",""
"January 06, 2020 / 3:13:40 PM","Rawlings - Quatro","Left","General Practice","40","31","56","60.3","15.5","56","11","118","101","-37","3.22","0.14","22.9","","",""
"January 06, 2020 / 3:13:39 PM","Rawlings - Quatro","Left","General Practice","51","61","41","60.2","9.2","68","-5","94","85","-29","3.17","0.15","23.4","","",""
"January 06, 2020 / 3:13:38 PM","Rawlings - Quatro","Left","General Practice","38","36","30","59.9","4.5","55","2","113","98","-36","2.57","0.18","20.7","","",""
"January 06, 2020 / 3:13:37 PM","Rawlings - Quatro","Left","General Practice","43","36","34","62.8","6.2","60","2","113","99","-38","2.99","0.17","20.8","","",""
"January 06, 2020 / 3:13:36 PM","Rawlings - Quatro","Left","General Practice","42","36","34","64.8","6.3","58","5","113","99","-37","3.3","0.16","21.1","","",""
"January 06, 2020 / 3:13:35 PM","Rawlings - Quatro","Left","General Practice","37","40","31","63.8","5","53","6","112","94","-39","2.88","0.18","21","","",""
"January 03, 2020 / 2:12:25 PM","Rawlings - Quatro","Left","General Practice","29","28","54","68.4","14.5","45","6","121","103","-47","4.14","0.14","24.1","","",""
"January 03, 2020 / 2:12:14 PM","Rawlings - Quatro","Left","General Practice","20","26","55","60","15","34","11","127","100","-38","3.06","0.15","24.3","","",""
"January 03, 2020 / 2:11:58 PM","Rawlings - Quatro","Left","General Practice","20","27","64","62.3","18.8","34","7","125","100","-48","3.34","0.15","23.8","","",""
"January 03, 2020 / 2:11:46 PM","Rawlings - Quatro","Left","General Practice","20","27","51","71.4","13.2","35","7","122","103","-44","4.22","0.15","23.8","","",""
"December 27, 2019 / 2:37:18 PM","Rawlings - Quatro","Left","General Practice","45","41","53","67.4","14.3","61","7","108","97","-35","3.76","0.15","23","","",""
"December 27, 2019 / 2:37:06 PM","Rawlings - Quatro","Left","General Practice","36","38","49","62.7","12.3","52","4","110","99","-39","3.34","0.15","23.2","","",""
"December 27, 2019 / 2:36:59 PM","Rawlings - Quatro","Left","General Practice","36","38","74","59.6","23","52","12","113","97","-39","3.23","0.14","26","","",""
"December 27, 2019 / 2:36:48 PM","Rawlings - Quatro","Left","General Practice","34","33","46","65","11.1","51","10","116","99","-43","3.63","0.15","23.8","","",""
"December 27, 2019 / 2:36:41 PM","Rawlings - Quatro","Left","General Practice","35","27","53","71.7","14.3","52","14","126","98","-29","4.56","0.14","24.5","","",""
"December 27, 2019 / 2:36:34 PM","Rawlings - Quatro","Left","General Practice","28","29","63","75.4","18.2","44","12","122","99","-35","4.96","0.15","24.1","","",""
"December 27, 2019 / 2:36:27 PM","Rawlings - Quatro","Left","General Practice","33","33","59","77","16.6","49","16","123","93","-32","5.04","0.15","25.2","","",""
"December 27, 2019 / 2:36:18 PM","Rawlings - Quatro","Left","General Practice","45","31","48","69.2","11.9","62","6","120","98","-39","4.13","0.15","22.3","","",""
"December 27, 2019 / 2:36:07 PM","Rawlings - Quatro","Left","General Practice","24","28","45","65.4","10.7","40","17","121","102","-41","3.37","0.16","23.3","","",""
"December 27, 2019 / 2:36:02 PM","Rawlings - Quatro","Left","General Practice","30","26","43","65.1","10.1","47","16","122","105","-37","3.51","0.15","23.7","","",""
"December 27, 2019 / 2:30:42 PM","Rawlings - Quatro","Left","General Practice","41","40","53","62.9","14.2","58","-2","109","97","-53","3.55","0.14","26.2","","",""
"December 27, 2019 / 2:30:29 PM","Rawlings - Quatro","Left","General Practice","41","37","61","68","17.5","58","4","116","94","-30","4.27","0.14","24.1","","",""
"December 27, 2019 / 2:30:12 PM","Rawlings - Quatro","Left","General Practice","20","32","59","76.7","16.5","36","14","120","97","-38","4.87","0.15","25.4","","",""
"December 27, 2019 / 2:30:05 PM","Rawlings - Quatro","Left","General Practice","39","42","63","63.7","18.1","56","4","107","97","-40","3.4","0.15","24.1","","",""
"December 27, 2019 / 2:29:57 PM","Rawlings - Quatro","Left","General Practice","28","39","65","66.9","19.2","44","9","111","97","-48","3.61","0.16","26.4","","",""
"December 27, 2019 / 2:29:51 PM","Rawlings - Quatro","Left","General Practice","25","39","64","64.7","18.5","42","10","113","95","-43","3.65","0.15","26.9","","",""
"December 27, 2019 / 2:29:37 PM","Rawlings - Quatro","Left","General Practice","31","41","59","75","16.4","48","6","112","93","-44","4.72","0.15","24.6","","",""
"December 27, 2019 / 2:29:30 PM","Rawlings - Quatro","Left","General Practice","24","28","72","71.1","22.1","41","9","125","99","-40","4.23","0.15","25","","",""
"December 27, 2019 / 2:29:23 PM","Rawlings - Quatro","Left","General Practice","36","26","79","61.6","24.8","52","10","124","103","-45","3.36","0.14","25.2","","",""
"December 27, 2019 / 2:29:09 PM","Rawlings - Quatro","Left","General Practice","44","48","67","69.6","19.8","61","11","105","93","-42","4.06","0.15","24.5","","",""
"December 27, 2019 / 2:24:25 PM","Rawlings - Quatro","Left","General Practice","40","37","49","69.5","12.6","57","4","113","98","-39","4.28","0.14","24.7","","",""
"December 27, 2019 / 2:24:18 PM","Rawlings - Quatro","Left","General Practice","41","41","50","62.3","12.9","57","6","109","96","-39","3.22","0.15","23.3","","",""
"December 27, 2019 / 2:24:12 PM","Rawlings - Quatro","Left","General Practice","50","42","53","66.2","14","67","3","109","96","-39","3.78","0.15","23.6","","",""
"December 27, 2019 / 2:24:00 PM","Rawlings - Quatro","Left","General Practice","39","37","51","67.8","13.4","56","11","118","93","-26","3.48","0.17","21.8","","",""
"December 27, 2019 / 2:23:53 PM","Rawlings - Quatro","Left","General Practice","47","52","52","67.2","13.8","64","-8","104","91","-35","4.05","0.14","21.8","","",""
"December 27, 2019 / 2:23:46 PM","Rawlings - Quatro","Left","General Practice","37","35","68","70.7","20.2","53","14","117","96","-37","4.08","0.16","24.1","","",""
"December 27, 2019 / 2:23:40 PM","Rawlings - Quatro","Left","General Practice","38","47","56","69","15.5","54","3","105","95","-49","3.89","0.16","24.5","","",""
"December 27, 2019 / 2:23:35 PM","Rawlings - Quatro","Left","General Practice","50","43","73","62","22.4","67","-7","109","94","-40","3.66","0.13","24.3","","",""
"December 27, 2019 / 2:23:30 PM","Rawlings - Quatro","Left","General Practice","37","34","43","65.2","10","54","4","112","102","-53","3.43","0.16","23.1","","",""
"December 27, 2019 / 2:18:17 PM","Rawlings - Quatro","Left","General Practice","36","59","47","63.1","11.8","53","7","100","91","-29","3.25","0.16","22.9","","",""
"December 27, 2019 / 2:17:59 PM","Rawlings - Quatro","Left","General Practice","35","59","58","62.6","16","52","8","99","88","-32","3.08","0.16","22.2","","",""
"December 27, 2019 / 2:17:46 PM","Rawlings - Quatro","Left","General Practice","30","39","55","71.8","15","46","7","114","94","-30","4.26","0.15","23.9","","",""
"December 27, 2019 / 2:17:40 PM","Rawlings - Quatro","Left","General Practice","42","43","69","62","20.7","59","6","110","93","-27","3.45","0.14","23.1","","",""
"December 27, 2019 / 2:17:34 PM","Rawlings - Quatro","Left","General Practice","33","36","62","59.6","17.8","50","7","115","96","-34","3.1","0.15","23.3","","",""
"December 27, 2019 / 2:17:29 PM","Rawlings - Quatro","Left","General Practice","34","52","56","61.8","15.5","50","4","101","86","-32","3.21","0.15","23.8","","",""
"December 27, 2019 / 2:13:06 PM","Rawlings - Quatro","Left","General Practice","32","43","57","71.3","15.9","48","4","109","95","-29","4.38","0.15","22.3","","",""
"December 27, 2019 / 2:12:54 PM","Rawlings - Quatro","Left","General Practice","36","43","53","61.4","14.1","52","4","108","96","-35","3.33","0.14","24.2","","",""
"December 27, 2019 / 2:12:44 PM","Rawlings - Quatro","Left","General Practice","32","31","56","70.6","15.5","49","5","119","99","-34","4.07","0.16","22.8","","",""
"December 27, 2019 / 1:53:06 PM","Rawlings - Quatro","Left","General Practice","37","43","53","59.3","14.2","54","2","110","94","-42","3.12","0.14","22.4","","",""
"December 27, 2019 / 1:53:01 PM","Rawlings - Quatro","Left","General Practice","24","37","75","61.6","23.3","40","8","113","97","-42","3.02","0.16","23","","",""
"December 27, 2019 / 1:52:50 PM","Rawlings - Quatro","Left","General Practice","35","33","56","69.7","15.4","51","7","118","98","-43","4.07","0.15","23.4","","",""
"December 27, 2019 / 1:52:45 PM","Rawlings - Quatro","Left","General Practice","25","30","43","58.9","9.9","42","10","118","102","-37","2.88","0.15","19.8","","",""
"December 27, 2019 / 1:52:40 PM","Rawlings - Quatro","Left","General Practice","35","39","55","59.3","15.1","51","5","111","97","-37","2.99","0.15","23.7","","",""
"December 27, 2019 / 1:52:34 PM","Rawlings - Quatro","Left","General Practice","28","27","42","66.5","9.6","44","17","124","100","-26","3.52","0.16","23.9","","",""
"December 27, 2019 / 1:52:23 PM","Rawlings - Quatro","Left","General Practice","29","27","32","55.5","5.4","45","-6","120","104","-41","2.42","0.16","18.2","","",""
"December 27, 2019 / 1:52:17 PM","Rawlings - Quatro","Left","General Practice","41","37","39","61.6","8.2","57","1","111","100","-44","2.92","0.17","19.8","","",""
"December 27, 2019 / 1:52:11 PM","Rawlings - Quatro","Left","General Practice","37","31","60","60.5","16.9","54","1","118","100","-33","3.15","0.15","21.8","","",""
"December 27, 2019 / 1:52:06 PM","Rawlings - Quatro","Left","General Practice","33","42","53","62.8","14.3","49","2","107","97","-48","3.27","0.15","23.5","","",""
"December 27, 2019 / 1:51:58 PM","Rawlings - Quatro","Left","General Practice","23","38","59","71","16.4","40","10","115","94","-44","4.23","0.15","24.6","","",""
"December 27, 2019 / 1:51:53 PM","Rawlings - Quatro","Left","General Practice","38","35","69","71.8","20.5","54","10","118","95","-28","4.57","0.14","23.6","","",""
"December 27, 2019 / 1:51:47 PM","Rawlings - Quatro","Left","General Practice","41","31","40","55.7","8.7","58","-1","116","102","-35","2.53","0.16","20.8","","",""
"December 27, 2019 / 1:51:42 PM","Rawlings - Quatro","Left","General Practice","42","31","43","63.6","10.1","59","-5","118","101","-49","3.44","0.15","23.2","","",""
"December 27, 2019 / 1:51:36 PM","Rawlings - Quatro","Left","General Practice","34","34","63","72.1","18.2","51","-1","116","98","-42","5.1","0.13","24.8","","",""
"December 26, 2019 / 7:26:12 PM","Rawlings - Quatro","Left","General Practice","24","52","45","62.1","10.9","40","16","104","91","-40","3.08","0.16","23.4","","",""
"December 26, 2019 / 7:26:04 PM","Rawlings - Quatro","Left","General Practice","49","49","70","66.2","21.2","65","8","104","93","-40","3.83","0.15","23.7","","",""
"December 26, 2019 / 7:25:50 PM","Rawlings - Quatro","Left","General Practice","28","41","56","70.6","15.3","44","12","110","95","-43","4.02","0.16","23","","",""
"December 26, 2019 / 7:25:43 PM","Rawlings - Quatro","Left","General Practice","28","47","63","69.4","18.2","44","14","107","92","-42","3.74","0.16","25.2","","",""
"December 26, 2019 / 7:25:35 PM","Rawlings - Quatro","Left","General Practice","39","43","54","69.5","14.5","55","6","108","96","-44","3.95","0.16","25.7","","",""
"December 26, 2019 / 7:25:11 PM","Rawlings - Quatro","Left","General Practice","31","35","57","65.1","15.6","48","9","113","99","-46","3.65","0.15","23.7","","",""
"December 26, 2019 / 7:25:04 PM","Rawlings - Quatro","Left","General Practice","20","25","51","69","13.4","35","20","129","98","-36","3.75","0.16","23.8","","",""
"December 26, 2019 / 7:24:56 PM","Rawlings - Quatro","Left","General Practice","25","31","60","70.6","17.2","42","8","117","101","-51","4.23","0.15","26.8","","",""
"December 26, 2019 / 7:24:50 PM","Rawlings - Quatro","Left","General Practice","37","21","49","62.7","12.5","53","13","131","105","-45","3.34","0.15","24.2","","",""
"December 26, 2019 / 7:24:41 PM","Rawlings - Quatro","Left","General Practice","32","25","66","66","19.3","49","16","128","100","-36","3.61","0.15","25.2","","",""
"December 26, 2019 / 7:24:34 PM","Rawlings - Quatro","Left","General Practice","31","20","47","61.3","11.8","48","5","132","111","-45","3.07","0.16","23.2","","",""
"December 26, 2019 / 7:24:29 PM","Rawlings - Quatro","Left","General Practice","30","32","55","64.8","15","47","17","119","97","-33","3.18","0.17","25.2","","",""
"December 26, 2019 / 7:17:26 PM","Rawlings - Quatro","Left","General Practice","41","48","60","70.1","16.9","57","3","107","88","-38","4.06","0.15","23.4","","",""
"December 26, 2019 / 7:17:16 PM","Rawlings - Quatro","Left","General Practice","26","27","67","67.8","19.8","42","12","123","101","-35","3.71","0.16","24.7","","",""
"December 26, 2019 / 7:17:10 PM","Rawlings - Quatro","Left","General Practice","28","25","45","70.1","10.8","45","11","125","104","-47","3.92","0.16","24.4","","",""
"December 26, 2019 / 7:17:04 PM","Rawlings - Quatro","Left","General Practice","33","34","80","63.9","26","50","5","117","96","-39","3.47","0.15","23.7","","",""
"December 26, 2019 / 7:16:55 PM","Rawlings - Quatro","Left","General Practice","32","41","67","56.9","20","49","6","111","94","-34","2.75","0.15","24.3","","",""
"December 26, 2019 / 7:16:49 PM","Rawlings - Quatro","Left","General Practice","33","34","56","69.7","15.3","50","4","117","97","-41","4.13","0.15","21.9","","",""
"December 26, 2019 / 7:16:43 PM","Rawlings - Quatro","Left","General Practice","37","43","60","61.9","17","53","7","113","91","-35","3.13","0.16","22.5","","",""
"December 26, 2019 / 7:16:37 PM","Rawlings - Quatro","Left","General Practice","23","20","56","62.4","15.5","39","14","133","103","-35","3.06","0.16","21.3","","",""
"December 26, 2019 / 7:16:32 PM","Rawlings - Quatro","Left","General Practice","42","40","67","56.5","20","59","3","113","93","-35","2.95","0.14","23.1","","",""
"December 26, 2019 / 7:16:26 PM","Rawlings - Quatro","Left","General Practice","41","45","71","58.4","21.4","58","-4","110","91","-29","3.15","0.14","21.5","","",""
"December 19, 2019 / 9:28:16 PM","Rawlings - Quatro","Left","General Practice","27","38","60","62.7","17.2","44","17","117","92","-34","3.17","0.16","24.8","","",""
"December 19, 2019 / 9:28:10 PM","Rawlings - Quatro","Left","General Practice","44","45","61","68.1","17.3","61","17","110","91","-33","3.89","0.15","24.9","","",""
"December 19, 2019 / 9:28:02 PM","Rawlings - Quatro","Left","General Practice","21","27","59","69.5","16.5","37","15","123","101","-43","4.11","0.15","24.6","","",""
"December 19, 2019 / 9:27:55 PM","Rawlings - Quatro","Left","General Practice","24","26","72","70.6","21.9","41","12","125","102","-38","4.02","0.16","24.9","","",""
"December 19, 2019 / 9:27:48 PM","Rawlings - Quatro","Left","General Practice","34","31","80","67.4","25.5","51","17","121","96","-34","4.02","0.14","25.5","","",""
"December 19, 2019 / 9:27:40 PM","Rawlings - Quatro","Left","General Practice","35","36","75","65.4","23.1","51","11","116","95","-34","3.74","0.15","24.7","","",""
"December 19, 2019 / 9:27:27 PM","Rawlings - Quatro","Left","General Practice","28","33","59","70.6","16.4","44","17","122","94","-28","3.97","0.16","24.2","","",""
"December 19, 2019 / 9:24:27 PM","Rawlings - Quatro","Left","General Practice","46","52","58","67.3","16.3","63","7","103","92","-50","3.71","0.16","23.5","","",""
"December 19, 2019 / 9:24:20 PM","Rawlings - Quatro","Left","General Practice","36","34","57","70.4","15.9","53","8","116","99","-44","4.05","0.16","23.6","","",""
"December 19, 2019 / 9:24:09 PM","Rawlings - Quatro","Left","General Practice","39","39","48","61.5","12.1","56","4","111","96","-44","3.13","0.15","21.5","","",""
"December 19, 2019 / 9:24:02 PM","Rawlings - Quatro","Left","General Practice","33","30","67","72.7","19.9","49","11","118","102","-46","4.49","0.15","24.6","","",""
"December 19, 2019 / 9:23:52 PM","Rawlings - Quatro","Left","General Practice","51","34","53","67.1","14.2","67","-1","113","101","-52","4.1","0.14","24","","",""
"December 19, 2019 / 9:23:39 PM","Rawlings - Quatro","Left","General Practice","20","20","36","62.2","7.2","35","17","136","107","-32","2.77","0.18","20.3","","",""
"December 19, 2019 / 9:15:56 PM","Rawlings - Quatro","Left","General Practice","33","37","68","59.6","20.4","49","7","115","95","-43","3.14","0.14","24.7","","",""
"December 19, 2019 / 9:15:51 PM","Rawlings - Quatro","Left","General Practice","47","39","44","68.8","10.4","64","2","110","98","-54","3.97","0.15","22.8","","",""
"December 19, 2019 / 9:15:45 PM","Rawlings - Quatro","Left","General Practice","23","32","52","66.7","13.6","39","14","124","93","-33","3.55","0.16","24.2","","",""
"December 19, 2019 / 9:15:39 PM","Rawlings - Quatro","Left","General Practice","46","53","54","63.1","14.6","63","2","102","92","-50","3.43","0.15","25.2","","",""
"December 19, 2019 / 9:15:34 PM","Rawlings - Quatro","Left","General Practice","47","37","59","64.7","16.4","64","-2","116","95","-34","3.76","0.14","23.2","","",""
"December 19, 2019 / 9:15:25 PM","Rawlings - Quatro","Left","General Practice","47","41","61","59.6","17.5","63","5","109","96","-46","3.15","0.14","25.2","","",""
"December 19, 2019 / 9:15:19 PM","Rawlings - Quatro","Left","General Practice","28","28","69","65.6","20.7","44","10","126","98","-35","3.56","0.15","24.1","","",""
"December 19, 2019 / 9:15:13 PM","Rawlings - Quatro","Left","General Practice","42","50","44","70.5","10.5","58","1","105","91","-35","4.28","0.15","23.1","","",""
"December 19, 2019 / 9:15:08 PM","Rawlings - Quatro","Left","General Practice","23","26","54","70.7","14.5","39","15","129","98","-34","3.98","0.16","23","","",""
"December 19, 2019 / 9:12:29 PM","Rawlings - Quatro","Left","General Practice","32","41","61","69.4","17.6","48","16","113","92","-35","3.88","0.16","23.6","","",""
"December 19, 2019 / 9:12:23 PM","Rawlings - Quatro","Left","General Practice","43","36","46","69.5","11.3","60","12","115","96","-29","4.1","0.15","22.1","","",""
"December 19, 2019 / 9:12:15 PM","Rawlings - Quatro","Left","General Practice","27","38","60","71.2","17.2","44","17","116","93","-32","4.04","0.16","23.8","","",""
"December 19, 2019 / 9:12:07 PM","Rawlings - Quatro","Left","General Practice","29","40","56","62.6","15.5","45","7","109","97","-47","3.33","0.15","24.5","","",""
"December 19, 2019 / 9:12:01 PM","Rawlings - Quatro","Left","General Practice","39","35","46","65.3","11.1","55","8","114","99","-56","3.36","0.16","23.3","","",""
"December 19, 2019 / 9:11:56 PM","Rawlings - Quatro","Left","General Practice","44","26","53","60.3","13.9","61","0","122","105","-45","3.31","0.14","22.8","","",""
"December 19, 2019 / 9:05:26 PM","Rawlings - Quatro","Left","General Practice","33","52","52","64.8","13.9","49","8","103","92","-42","3.62","0.15","23.4","","",""
"December 19, 2019 / 9:05:18 PM","Rawlings - Quatro","Left","General Practice","34","34","65","67.7","19.1","50","14","118","96","-29","3.84","0.15","24.6","","",""
"December 19, 2019 / 9:05:08 PM","Rawlings - Quatro","Left","General Practice","40","40","59","72.7","16.6","57","10","110","96","-41","4.82","0.14","23.2","","",""
"December 19, 2019 / 9:05:01 PM","Rawlings - Quatro","Left","General Practice","23","34","63","70.5","18.1","40","16","120","94","-28","3.95","0.16","23.6","","",""
"December 19, 2019 / 9:04:52 PM","Rawlings - Quatro","Left","General Practice","56","47","65","69.7","19","73","-3","105","94","-40","4.49","0.14","24.4","","",""
"December 19, 2019 / 9:04:47 PM","Rawlings - Quatro","Left","General Practice","34","37","70","67","21","51","16","116","94","-29","3.57","0.16","23.3","","",""
"December 19, 2019 / 9:04:42 PM","Rawlings - Quatro","Left","General Practice","26","29","66","67.3","19.4","42","11","122","99","-29","3.43","0.17","23.7","","",""
"December 19, 2019 / 9:00:40 PM","Rawlings - Quatro","Left","General Practice","49","42","76","70.6","23.6","65","9","111","93","-41","4.47","0.14","25.7","","",""
"December 19, 2019 / 9:00:33 PM","Rawlings - Quatro","Left","General Practice","37","33","59","69.5","16.7","53","10","119","97","-41","4","0.15","23.6","","",""
"December 19, 2019 / 9:00:28 PM","Rawlings - Quatro","Left","General Practice","39","33","63","61.9","18.3","56","17","122","93","-32","3.3","0.15","23.7","","",""
"December 19, 2019 / 9:00:23 PM","Rawlings - Quatro","Left","General Practice","45","33","68","71.9","20.2","62","9","118","97","-41","4.65","0.14","24.2","","",""
"December 19, 2019 / 9:00:18 PM","Rawlings - Quatro","Left","General Practice","45","34","50","73.8","12.8","61","4","114","100","-52","5.26","0.13","25.9","","",""
"December 19, 2019 / 9:00:14 PM","Rawlings - Quatro","Left","General Practice","21","29","54","70.6","14.5","37","16","126","97","-33","3.92","0.16","22.9","","",""
"December 19, 2019 / 9:00:09 PM","Rawlings - Quatro","Left","General Practice","38","25","42","64.7","9.6","55","-1","123","104","-38","3.7","0.14","21.4","","",""
